id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition
afrifact_data_culture_hausa_514,hausa,Duk abinda aka aikata a gaban Annabi (S.A.W) ya zama sunna.,"Asalin sunan ya zo ne daga kalmar Sunna , wato koyi da yin dukkan abun da Annabi (S.A.W.) ya aikata, ko ya yi umarni, da a aikata ko kuma aka aikata shi a gabansa amma baiyi hani akan abun da aka aikatan ba.",refutes,refutes,refutes,True,hausa,Everything that was done before the Prophet (S.A.W) became Sunnah.,"The origin of the name comes from the word Sunna, that is to learn and do everything that the Prophet (S.A.W.) did, or ordered, to be done or was done before him but he did not prohibit what was done.",refutes,refutes,refutes,True,refutes,hausa,refutes,refutes,True,True,correct_to_correct
afrifact_data_culture_igbo_447,igbo,Mba Nigeria nwere steeti iri atọ na isii ndị e ji ịrụ ọrụ na ịgba mbọ wee mara,"Ejidere Kanu maka ebubo aghụghọ na dị na Nigeria na ka ọnwa Ọktọba dị na mkpụrụ ụbọchị iri na anọ na afo 2015 wee jidere ya ihe karịrị otu afọ, n'agbanyeghị iwu dị iche iche ụlọ ikpe nyere maka ịhapụ ya.",nei,nei,nei,True,igbo,Nigeria has 36 states that are known for their work and efforts,"Kanu was arrested on charges of fraud in Nigeria on October 14, 2015 and has been detained for over a year, despite various court orders for his release.",nei,nei,nei,True,nei,igbo,nei,nei,True,True,correct_to_correct
afrifact_data_culture_yoruba_383,yoruba,"Àwọn fídíò tó ń lọ káàkiri orí Íńtánẹ́ẹ̀tì fi hàn pé àwọn òṣìṣẹ́ ń jẹ́ kí àwọn àlejò pàtàkì fi ọwọ́ kan òkúta náà ní ìkọ̀kọ̀, èyí tó fi hàn pé níṣe ni wọ́n ya àwọn kan sọ́tọ̀ tí òfin náà ò lè múnáà sílò.","Yatọ si Ka'abah, awọn alalaji ko tun ni fọwọ kan okuta dudu ti a mọ si Hajar Aswad, ti wọn si tun gbọdọ fi aye ijina sira ẹni iwọn mita kan ati aabọ si ara wọn silẹ, lasiko ti wọn ba n ṣe ijọsin . Ọpọ musulumi ni ko ni lanfani lati kopa ninu Hajj tọdun yii, nitori bi Saudi ti kede pe, eeyan diẹ ni yoo kopa ninu ijọsin yii, to jẹ opo kan pataki ninu ẹsin Islam.",refutes,nei,nei,False,yoruba,"Videos circulating on the Internet show that officials allow special guests to touch the stone in secret, which shows how some people are isolated from the law.","Apart from the Ka'abah, worshipers will not touch the black stone known as Hajar Aswad, and they must also leave a distance of one meter and welcome to each other, while they are worshiping. Many Muslims will not have the opportunity to participate in this year's Hajj, because as Saudi has announced that, few people will participate in this church, which is an important group in the Islamic religion.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_674,hausa,Kowacce ƙasa tana samun cigaba ne idan tanada tsaro sosai.,Ta ce bincikenta ya nuna cewa jami'an tsaro sun kashe mutane akalla 18 daga lokacin da dokar takaita zirga-zirgar ta soma aiki a ranar 30 ga watan Maris.,nei,nei,nei,True,hausa,Every country gets development if it has good security.,She said her investigation showed that security forces have killed at least 18 people since the curfew came into effect on March 30.,nei,nei,nei,True,nei,hausa,nei,nei,True,True,correct_to_correct
afrifact_data_culture_igbo_036,igbo,"N'ime ụdị ihe abụọ e ji arụ ọja, nke na-aka anọte aka bụ nke osisi ","N'ime ụdị ihe abụọ a e ji arụ ya, nke osisi na-aka nọtee aka ruo ogologo oge. ",supports,supports,supports,True,igbo,"Of the two types of construction materials, the most common is wood","Of these two types of construction materials, the one made of wood has been used for a long time.",supports,nei,nei,False,supports,igbo,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_igbo_086,igbo,Ji ahụrụ ahụ bụ ji e ji eme emume iri ji ọhụrụ.,Ọ bụ ya ka e ji eme emume iri ji ọhụrụ.,supports,supports,supports,True,igbo,Seeing the body is used to celebrate the New Year.,It is what is used to celebrate the New Year.,supports,refutes,refutes,False,supports,igbo,supports,refutes,True,False,correct_to_wrong
afrifact_data_culture_hausa_523,hausa,Gwamnatin Najeriya ce ta bada umarnin kashe Sheikh Ja'afar Mahmud Adam.,"Duk da yake wasu sun ce , wata kungiya mai tsattsauran ra'ayi, ta kashe Sheikh din, wasu sun ce Mista Shekarau, gwamnan Kano a lokacin, na iya kasancewa da alhakin saboda malamin yana daya daga cikin manyan masu sukar sa.",refutes,nei,nei,False,hausa,The Nigerian government ordered the killing of Sheikh Ja'afar Mahmud Adam.,"While some said that a radical group killed the Sheikh, others said that Mr. Shekarau, the governor of Kano at the time, could be responsible because the teacher was one of his biggest critics.",refutes,nei,nei,False,refutes,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_464,hausa,Talakawa da yawa suna rabauta da zakkar da masu kuɗin Kano ke fitarwa a lokacin azumin ramadana.,"Ana fitar da ita ne daga cikin dukiyar da ya mallaka wanda ya haɗa da tsabar , kadara, da kuma ma'adanai wanda yakai tsawon wani adadi na musamman sannan kuma ta kai wani lokaci keɓantacce zuwa ga waɗansu keɓantattun .",nei,nei,nei,True,hausa,Many poor people share the zakat that Kano's rich people give out during the Ramadan fast.,"It is taken out of the wealth that he owns which includes coins, property, and minerals which is up to a certain amount and it reaches a specific time to some of them.",nei,nei,nei,True,nei,hausa,nei,nei,True,True,correct_to_correct
afrifact_data_culture_hausa_117,hausa,Najeriya ƙasa ce da ta ke tutiya da arziƙin man fetur.,Ya halarci Makarantar Sakandaren Gwamnati ta Biu a Jihar Borno tsakanin shekarar 1977 zuwa shekarar 1982.,nei,nei,nei,True,hausa,Nigeria is a country that thrives on oil wealth.,He attended Biu Government Secondary School in Borno State between 1977 and 1982.,nei,nei,nei,True,nei,hausa,nei,nei,True,True,correct_to_correct
afrifact_data_culture_yoruba_377,yoruba,Àwọn ará-ìlú kọ̀ láti gbóríyìn fún Oṣinbajo fún iṣẹ́ takuntakun tó ṣe láti ri pé ètò ọrọ̀-ajé  ń lọ bó ṣe yẹ.,"Ko si idi meji tawọn ọmọ orilẹ-ede Naijiria fi n kan saara si Ọjọgbọn Oṣinbajo, ju awọn igbesẹ akọ to gbe lasiko to fi n dele fun aarẹ Muhammadu Buhari fun ọjọ mẹwaa to lọ lo fun isinmi laipẹ ati latẹyin wa. Amọ ṣa, gẹgẹ bii oloṣelu to wa lati ẹkun guusu orilẹ-ede Naijiria, ko daju pe Ọṣinbajo yoo lee dide dije fun ipo aarẹ lasiko idibo apapọ ọdun to n bọ, nitori ilana yan-ki-n-yan eleyi ti wọn fi le ori eto idipo-mu laarin ẹkun ariwa ati guusu orilẹ-ede naa. 'Ipaniyan ati ifiyajẹni lọna ti ko bofinmu lọwọ awọn ọlọpaa' Laipẹ yii ni Ọjọgbọn Ọṣinbajo paṣẹ atunto ikọ agbenawoju awọn adigunjale, FSARS ti o ti di atobi-maṣee-bawi bayii nitori oniruru ẹsun iwa ibajẹ ti wọn fi n kan wọn.",refutes,nei,nei,False,yoruba,The citizens refused to praise Osinbajo for the hard work he did to see that the economy was going as it should.,"There are no two reasons why Nigerians are so angry with Professor Oşinbajo, than the steps he took during his visit to President Muhammadu Buhari for the last ten days he spent on vacation recently and after us. Amso, like a politician from the southern part of Nigeria, is not sure that Osinbajo will be able to compete for the position of president during next year's general election, because of the pick-and-pick process that they put on the system of representation between the north and south of the country. 'Unlawful killing and punishment by the police' Recently, Professor Osinbajo ordered the reorganization of the armed forces of robbers, FSARS, which has now become too big because of the various accusations of corruption against them.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_321,hausa,Goro ana yawan amfani da shi wajen shirya abin sha mai ɗanɗano wanda yake bada kuzari musamman ga matasa a Afirka.," wa lafiyar ɗan’adam kamar yadda ake ta yayatawa, binciken masana ya tabbatar da cewa, “Amfanin goro ga lafiyar ɗan’adam ya fi illolinsa yawa”, Ugwu da Tawagarsa (2020). Yana washe (wanke) baki, yana ƙara kuzari, yana gusar da yunwa da ƙishin ruwa, yana wartsakar da jiki sannan kuma yana ɗauke da sinadaran magani da sauran abubuwa masu tarin yawa (Lovejoy, 1980) A kimiyyance ana kiran itaciyar da ",nei,nei,nei,True,hausa,Nuts are often used to prepare a tasty drink that gives energy especially to young people in Africa.,"to human health as it has been rumored, expert research has confirmed that, ""The benefits of walnuts for human health are more than its harmful effects"", Ugwu and his team (2020). It washes the mouth, increases energy, quenches hunger and thirst, refreshes the body and contains many medicinal and other substances (Lovejoy, 1980).",nei,nei,nei,True,nei,hausa,nei,nei,True,True,correct_to_correct
afrifact_data_culture_yoruba_045,yoruba,"Eégún Alábala ni ó máa ń pidán, eégún Apẹ̀sà ni ó máa ń kọrin ki àwọn ènìyàn nígbà tí eégún Aláago jẹ́ eégún onífàájì",Àwọn wọ̀nyí ni wọ́n ma ń pidán tí wọ́n sì ma ń yí . Egúngún Apẹ̀ṣà. Irúfẹ́ àwọn egúngún wọ̀nyí ló m a ń kọrin ki àwọn ènìyàn. Egúngún Aláago. Àwọn eégún wọ̀nyí jẹ́ egúngún oní fàájì àti bbl. Orúkọ tí wọ́n ń pe àwọn egúngún wọ yí tún yàtọ̀ síra wọn ní ìlú sílú ati àdúgbò sí àdúgbò. Ìtàn nípa Egúngún [ | ] Onirunrun itan lo ro mo Iwasayi tabi ibere egungun sugbon eyi ti a o salaye ni Itan akoni ti a mo si Ogogo omo kulodo.,supports,nei,nei,False,yoruba,"The curse of Alabala is the curse, the curse of Apesa is the one who sings to people while the curse of Aláago is the curse of leisure",These are the ones who keep twisting and turning. The Bone of the Fisherman. I am singing to the people about the beauty of these bones. The Clock's Bone. Àwọn eégún wọ̀nyí jẹ́ egúngún oní fàájì àti bbl. The names they call these bones also differ from city to city and community to community. The Story of Bones [ | ] The story teller thinks Iwasayi or the beginning of the bones but what we will explain is the story of the hero known as Ogogo son of kulodo.,supports,nei,nei,False,supports,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_096,hausa,Malaman makaranta guda 22000 ne suka rasa aiki sakamakon wani garanbawul da Nasir El-Rufa'i ya yiwa ma'aikatar ilimi a jihar Kaduna.,"gwamna, El-Rufai ya fara aiwatar da garambawul a fannin ilimi da nufin sake fasalin yanayin ilimi a jihar. El-Rufai ya kori sama da malaman firamare 22,000. [ ] Gwamnatin E",supports,nei,nei,False,hausa,22000 school teachers have lost their jobs as a result of a guarantee by Nasir El-Rufai to the Ministry of Education in Kaduna State.,"The governor, El-Rufai has started the implementation of reforms in the education sector with the aim of reforming the educational environment in the state. El-Rufai sacked over 22,000 primary school teachers. [ ] The government of E",supports,nei,nei,False,supports,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_igbo_728,igbo,Onye uweojii aha ya bụ Lukmon Akanbi agbagbuola otu nwaokorobịa ya na ya nwere nghọtahie na Legọọs Aịland ụbọchị Fraịde. Ndị uweojii kpere ya ikpe ma chụọ ya n'ọrụ.,"Aka ndị uweojii akparala ofu onye otu ha ji egbe gbagbuo otu nwata nwaokorobịa na mpaghara Legọs Aịland ụbọchị Fraịde. Onye uweojii a aha ya bụ Lukmon Akanbi na nwaokorobịa aha ya bụ Ramon Adeniyi nwere obere nghọtahie o wee mịrị egbe gbatuo ya. Bala Elkana bụ ọnụ na-ekwuru ndị uweojii na Legọs kwuru na e kpeela Akanbi ikpe imeụlọ dịka iwu ndị uweojii sị dị, wee chụọ ya n'ọrụ.",supports,supports,supports,True,igbo,A police officer named Lukmon Akanbi has shot dead a young man who had a disagreement with him in Lagos Island on Friday. The police convicted him and fired him.,The police have arrested a person who shot and killed a young boy in Lagos Island on Friday. The police officer named Lukmon Akanbi and a young man named Ramon Adeniyi had a small disagreement and he shot him down. Bala Elkana who spoke to the police in Lagos said that Akanbi has been sentenced to domestic violence according to the law of the police and fired.,supports,supports,supports,True,supports,igbo,supports,supports,True,True,correct_to_correct
afrifact_data_culture_igbo_020,igbo,Abang kwuru na ya na ndị ọrụ ya ekeela nkwụcha ịhụ na ọgbatauhire ọbụla adịghị n'ụzọ ahụ n'izu a.,Abang sị na ya na ndị ọrụ ya ekeela nkwụcha ịhụ na enweghị ọgbatauhire ọbụla na ụzọ ahụ n'izu a.,supports,nei,nei,False,igbo,Abang said that he and his staff have made sure that no motorcycle is on the road this week.,Abang said that he and his staff have made sure that there are no motorcycles on the road this week.,supports,supports,supports,True,supports,igbo,nei,supports,False,True,wrong_to_correct
afrifact_data_culture_igbo_427,igbo,Alexander Ekwueme gụrụ akwụkwọ na Mahadum nke Nigeria ma nweta nzere Bachelo tupu ọ gawa ala Bekee,"Dị ka onye nwetara Fulbright Scholarship na United States of America (bụ otu n'ime ndị Naijiria mbụ nwetara onyinye ahụ), Ọ gara Mahadum Washington ebe ọ nwetara nzere bachelọ na Architecture na nhazi obodo. ",refutes,nei,nei,False,igbo,Alexander Ekwueme studied at the University of Nigeria and obtained a Bachelor's degree before moving to England,"As a recipient of a Fulbright Scholarship in the United States of America (being one of the first Nigerians to receive the award), He attended the University of Washington where he obtained a Bachelor's degree in Architecture and Urban Planning.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct
afrifact_data_culture_yoruba_167,yoruba,Táyé Taiwò gbá bọ́ọ̀lù nínú líìgì àgbábuta orílẹ̀-èdè South Africa fún ọdún márùn-ún.," International. Wọ́n ra Taiwo wá si ìpele Nigeria Premier League, sínú ẹgbẹ́ agbábọ́ọ̀lù Lobi Stars. Níbi tí ó tún ti lo ọdún kan . Olympique de Marseille [ | ] Ní ọdún 2005, nígbà tí ó pé ọmọ ogún ọdún, ẹgbẹ́ agbábọ́ọ̀lù ilẹ̀ Faranse kan ti o n je Olympique de Marseille gba Taiwo sinu iko won. Won ra Taiwo lati le ropo ogbeni Bixente Lizarazu ti o ti lo sinu egbe agbaboolu Bayern Munich. Taiwo lo gba boolu ti iko re Olympic Marseille fi jawe olubori",refutes,nei,nei,False,yoruba,Tayé Taiwo played football in the South African national league for five years.,"International. They bought Taiwo to the Nigerian Premier League, into the Lobi Stars football team. Where he also spent a year. Olympique de Marseille [| ] In 2005, when he was 20 years old, a French football club called Olympique de Marseille took Taiwo into their possession. They bought Taiwo in order to replace Mr. Bixente Lizarazu who has gone to the Bayern Munich soccer team. Taiwo took the ball and Olympic Marseille became the winner",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct
afrifact_data_culture_hausa_354,hausa,Ahmed Musa ya zura ƙwallaye biyu a nasarar Najeriya 2-0 akan Iceland a gasar cin kofin duniya ta 2018.,"Duk da cewa wasan da ya yi da Iceland ya yi fice, bai ma isa ya ajiye 'yan Afirka ta Yamma a gasar ba saboda Argentina ta fitar da su A ranar 22 ga Yuni 2018, Musa ya ci sau biyu a wasan da suka doke Iceland da ci 2-0 a rukuninsu na biyu. wasan gasar cin kofin duniya. A watan Yunin 2019 ya zama dan wasa na uku da ya fi taka leda a kungiyar kwallon kafa ta Najeriya, inda ya zarce , bayan ya bayyana a wasan sada zumunci da Zimbabwe.",supports,supports,supports,True,hausa,Ahmed Musa scored two goals in Nigeria's 2-0 win over Iceland at the 2018 World Cup.,"Although his performance against Iceland was outstanding, it was not enough to keep the West Africans out of the tournament as they were knocked out by Argentina. On 22 June 2018, Musa scored twice in a 2-0 win over Iceland in their second group match. World Cup match. In June 2019, he became the third most capped player in the Nigerian football team, surpassing him, after appearing in a friendly match against Zimbabwe.",supports,supports,supports,True,supports,hausa,supports,supports,True,True,correct_to_correct
afrifact_data_culture_yoruba_096,yoruba,"Ìrẹsì aládùn kan tí à ń fi tòmátì, àlùbọ́sà àti àwọn amóúnjẹ-ta-sánsán sè ni jọ̀lọ́ọ̀fù jẹ́.","Oúnjẹ yìí jẹ́ àdàpọ̀ ìrẹsì, tòmátì, àlùbọ́sà, àwọn èròjà amóúnjẹ-ta-sánsán, ẹ̀fọ́ àti ẹran papọ́ sínú ìkòkò kàn, pẹ̀lú èròjà, àti pé orísirísi ònà ní àwọn èèyàn ń gbà ṣe oúnjẹ yìí níbikíbi. Ìtàn àti ìpìlẹ̀ṣẹ̀ [ | ] Wọ́n tọ orírun ìrẹsì àsèpọ̀ jọ̀lọ́ọ̀fù lọsí agbègbè Sẹ̀nẹ̀gáḿbíà lábẹ ìjọba Jọ̀lọ́ọ̀fù tàbí Wọ́lọ́ọ̀fù ní ọ̀rúndún kẹrìnlá, èyí tí Sẹ̀nẹ̀gà, Gáḿbíà àti Mọriténíà máa ń dáko ìrẹsì.",supports,supports,supports,True,yoruba,"Jalofuf is a delicious rice cooked with tomatoes, onions and herbs.","This dish is a mixture of rice, tomato, onion, vegetables, herbs and meat together in a pot, with ingredients, and people cook this dish in different ways everywhere. History and background [ | ] They brought a type of mixed rice similar to the Senegalese in the region of Senegal under the kingdom of Joloofu or Wolofu in the 14th century, which Senegal, Gambia and Mauritania used to exchange rice.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_hausa_171,hausa,Jihar Katsina ta samu ayyukan ci gaba sosai loƙacin mulkin soja.,Wannan turka-turka da wasu caje-caje da ke da nasaba da kuɗi su ka sa hukumar watau E.F.C.C ta gurfanar da Gwamna Shema a gaban kotu kan cajin almundahanar kuɗaɗen da suka kai kimanin biliyan goma sha ɗaya (N11 billion).,nei,nei,nei,True,hausa,Katsina State has achieved a lot of development activities during the military rule.,This push and pull and other charges that are related to money have made the commission i.e. E.F.C.C to prosecute Governor Shema before the court on charges of corruption of funds amounting to about eleven billion (N11 billion).,nei,nei,nei,True,nei,hausa,nei,nei,True,True,correct_to_correct
afrifact_data_culture_hausa_504,hausa,Littafin Alƙur'ani mai girma ya ambaci Attaura sau goma sha takwas.,"A cikin Alqur'ani [ | ] Kalmar Tawrat ta zo sau goma sha takwas a cikin Alqur'ani kuma an ambaci sunan Musa sau 136 a cikin Alqur'ani; babu inda aka rubuta cewa Musa shi kadai aka bai wa Tawrat, amma akasin haka an rubuta a cikin Alkur’ani cewa annabawa sun yi mulki da Tawrat.",nei,supports,supports,False,hausa,The Holy Qur'an mentions the Torah eighteen times.,"In the Qur'an [ | ] The word Tawrat appears eighteen times in the Qur'an and the name of Moses is mentioned 136 times in the Qur'an; nowhere is it written that Moses alone was given the Torah, but on the contrary it is written in the Qur'an that the prophets ruled with the Torah.",nei,supports,supports,False,nei,hausa,supports,supports,False,False,wrong_to_wrong
afrifact_data_culture_hausa_392,hausa,Mabiya JIBWIS suna gudanar da taruka na koyan girki da zaman lafiya a cikin al’umma.,"Jama'atu Izalatul Bidi'a Wa'Ikamatus Sunnah ( JIBWIS ). ƙungiyar addinin ce, mabiya tsira da amincin Allah su kara tabbata a gareshi. Sannan kuma an kafa wannan ƙungiyar ne a babban Birnin Jihar dake wanda babban malamin Musulunci kuma Babban Hafsan Sojan ya kafa, wato Sheikh Jos wanda kuma har yanzu Cibiyar Gudanarwa na ƙungiyar yana garin Jos a ƙarƙashin jagorancin Khalifa na farko na wannan ƙungiya wato Sheikh wanda kuma har yanzu Cibiyar Gudanarwa na kungiyar yana garin Jos a karkashin jagorancin Khalifa na farko na wannan ƙungiya wato Sheikh Ƙungiya ce da aka kafa ta da manufar yaƙi da bidi'o'i, wato ƙirqire-ƙirqire a cikin addini da kuma tabbatar da biyayya ga (Aminci Allah ya kara tabbata a gare shi) tare da abubuwan da ya zo da su daga Allah Maɗaukakin Sarki, ba tare da daɗi ko ragi ba.",refutes,nei,nei,False,hausa,Followers of JIBWIS organize meetings to learn cooking and peace in the community.,"Jama'atu Izalatul Bid'a Wa'Ikamatus Sunnah (JIBWIS). it is a religious group, the followers may be safe and secure in God's safety. And this organization was established in the capital city of the state which was founded by the great teacher of Islam and the Chief of the Army, that is Sheikh Jos and the Organization Center is still in Jos under the leadership of the first Khalifa of this organization that is Sheikh and the organization is still in Jos under the leadership of the first Khalifa of this organization that is Sheikh. trust in him) with the things he brought from God Almighty, without pleasure or loss.",refutes,nei,nei,False,refutes,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_690,yoruba,Ìpínlẹ̀ Ọ̀yọ́ tó wà ní ìwọ̀ oòrùn orílẹ̀-èdè Nàìjíríà jẹ́ ọ̀kan nínú àwọn ìpínlẹ̀ mẹ́rindínlógójì tí orílẹ̀-èdè náà ni.,"Ìpínlẹ̀ Oyo jẹ́ ọ̀kan lára àwọn ìpínlẹ̀ Mẹ́rìndínlógójì tí ó wà ní orílẹ̀-èdè . Ìpínlẹ̀ yí wà ní Ìwọ̀ Oòrùn orílẹ̀-èdè Nàìjíríà, tí olú-ìlú rẹ̀ sì fìdí kalẹ̀ sí ìlú , tí olú-ìlú rẹ̀ sí jẹ́ ìlú kẹta tí ó lérò púpò julọ ni orílẹ̀-èdè Nàìjíríà, tí o si figbakan je ìlú Kejì tó lérò púpò julọ ní Áfríkà ri.",supports,supports,supports,True,yoruba,Oyo State in the west of Nigeria is one of the 36 states of the country.,"Oyo State is one of the 36 states in the country. This state is located in the West of Nigeria, and its capital is based in the city, and its capital is the third most populous city in Nigeria, and it is also the second most populous city in Africa.",supports,supports,supports,True,supports,yoruba,supports,supports,True,True,correct_to_correct
afrifact_data_culture_igbo_280,igbo,Ndị na-akụ azụ na ndị na-eme njem ụgbọ mmiri na Mmiri Ọnụ Ọwarị Ọgbaru na-atụ ụtụ nye gọọmentị Anambara.,"Ọ bụ ọdọ mmiri kachasị ukwuu di na Imo , Ndịda Ọwụwa Anyanwụ ; n'ime mpaghara mmiri ozuzo nke Niger . ",nei,nei,nei,True,igbo,Fishermen and those who travel by boat in the River Sum Owari Ogbaru pay taxes to the Anambara government.,"It is the largest lake in Imo, South East; in the rain region of Niger.",nei,nei,nei,True,nei,igbo,nei,nei,True,True,correct_to_correct
afrifact_data_culture_yoruba_624,yoruba,Ìpínlẹ̀ Òndó tí a tún mọ̀ sí Sunshine State jẹ́ ọ̀kàndínlógún ìpínlẹ̀ tí àwọn èèyàn pọ̀ jùlọ lórílẹ̀-èdè.,"Ondo state Tí orúkọ ìnagijẹ rẹ̀ njẹ́ ""Sunshine State"", Ondo jé ọ̀kàndìnlógún Ìpínlẹ̀ tí ó pọ̀ jùlọ ní orílẹ̀ èdè , tí ó sì jẹ́ ìpínlẹ̀ karùndínlọ́gbọ̀n tó fẹ̀ jùlọ gẹ́gẹ́ bí ìwọ̀n ilẹ̀ gbígbà.",supports,supports,supports,True,yoruba,"Ondo State, also known as the Sunshine State, is the 19th most populous state in the country.","Ondo state Nicknamed ""Sunshine State"", Ondo is the 11th largest state in the country and the 25th largest state in terms of land area.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_hausa_079,hausa,Allah ya karbi ran Ado Bayero a garin Landan bayan ya sha fama da rashin lafiya.,"A ranar 6 ga watan Yuni shekarata 2014, bayan shekaru hamsin da dayayi akan kursiyin, Ado Bayero ya mutu a fadarsa",refutes,nei,nei,False,hausa,God took the life of Ado Bayero in London after suffering from illness.,"On June 6, 2014, after fifty years on the throne, Ado Bayero died in his palace.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct
afrifact_data_culture_igbo_554,igbo,"Odumeje, Rita Edochie na Ada Jesus nwere nsogbu. Rita Edochie mechara gbaghara Ada Jesus ebubo niile o boro ya.","Rita Edochie, Odumeje, Ada Jesus: 'Chukwu abọrọla m ọbọ n'isi nwada a' Onye na-eme ihe nkiri ama ama aha ya bụ Rita Edochie ekwuola na ọ gbagharala Ada Jesus bụ ọkpaọchị ama ama maka okwu ọjọọ o kwuru megide ya. O kwuru si na obi dị ya ụtọ na ụwa amarala na Ada Jesus tụgidere ya asị. ",supports,supports,supports,True,igbo,"Odumeje, Rita Edochie and Ada Jesus have problems. Rita Edochie later forgave Ada Jesus of all the accusations she made against him.","Rita Edochie, Odumeje, Ada Jesus: 'Chukwu I have taken revenge on this lady' A famous actress named Rita Edochie has said that she has forgiven Ada Jesus who is a famous actress for the bad words she said against her. He said that he was happy that the world knew that Ada Jesus hated him.",supports,nei,nei,False,supports,igbo,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_yoruba_135,yoruba,Ayọ̀deji Balogun kọ́kọ́ peregedé fún àmì ẹyẹ Grammy lọ́dún 2015,"Ayodeji Ibrahim Balogun ti ọpọ mọ si Wizkid kọkọ pegede fun ami ẹyẹ Grammy pẹlu iṣẹ ajọṣepọ rẹ pẹlu olorin takasufe ilẹ Amẹrika, Drake lọdun 2015. Ilumọọka olorin ni Wizkid ti ọpọ gbagbọ pe o bẹrẹ iṣẹ orin kikọ lọmọ ọdun mọkanla. Wizkid di ẹni tu araye n sọ nipa rẹ lagba ile orin lọdun 2011 lẹyin to gbe orin ''Holla at Your Boy'' jade. 5. Seun Kuti Seun Kuti to jẹ ọkan lara awọn ọmọkunrin oloogbe Fela Kuti to n kọrin jọ ọkan lara awọn olorin ọmọ Naijiria ti wọn fa kalẹ fun ami ẹyẹ Grammy lọdun 2018.",supports,supports,supports,True,yoruba,Ayodeji Balogun was nominated for a Grammy award in 2015,"Ayodeji Ibrahim Balogun popularly known as Wizkid first qualified for the Grammy award with his collaboration with American rapper Drake in 2015. Wizkid is widely believed to have started writing music at the age of eleven. Wizkid became the talk of the town in 2011 after releasing the song ""Holla at Your Boy"". 5. Seun Kuti Seun Kuti who is one of the sons of the late Fela Kuti who is singing along with one of the Nigerian singers nominated for the Grammy award in 2018.",supports,supports,supports,True,supports,yoruba,supports,supports,True,True,correct_to_correct
afrifact_data_culture_hausa_304,hausa,Awara abinci ne mai ɗanɗano wanda aka yi gaba ɗaya da alkama,"Awara dai anayin ta ne da waken suya, inda ake niƙa waken a tace ƙullun waken a Dora Shi Akan wuta saiya taso yatausa sannan asamishi ruwan tsami Ko tsamiya zaaga yafara Hada jikinta Sai Asami buhu Ko abin Tata Mai kyau Mai tsafta adinga kwashewa sannan a tsaneta Idan ruwanta yagama fitasannan a yanka a soya a wurin soyawan wasu Sukan Saka Mata Kwai yadanganta da raayin mutum.",refutes,nei,nei,False,hausa,Awara is a savory food made entirely of wheat,"Awara is used to make soy beans, where the beans are ground and filtered, the beans are placed on the fire until it becomes soft, and the sour cream or sour cream is added to the body.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct
afrifact_data_culture_hausa_334,hausa,Dambe wasa ne na rukuni mai sauƙi wanda akeyi da ƙwallon ƙafa,Dambe fasaha ce ta gwagwarmayar Hausawa daga kasar Najeriya. Masu fafatawa a cikin wasan wasa na yau da kullun suna son su rinjayi junansu cikin jimlar kaddamarwa galibi a cikin zagaye uku. Sau da yawa yana haifar da munanan raunuka na jiki ga masu kalubalen kamar karyayyun mukamuki da hakarkari.,refutes,nei,nei,False,hausa,Boxing is a simple team sport similar to football,Boxing is a martial art of Hausas from Nigeria. Competitors in a regular game like to beat each other in total launch usually in three rounds. It often causes serious physical injuries to the challengers such as broken jaws and ribs.,refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct
