query_id,language,claim,gold_label,gold_evidence,retrieved_id,retrieved_language,retrieved_evidence,bm25_score,retrieved_exact_gold
afrifact_data_culture_igbo_544,igbo,Facebook mere Ọkaiwu Paul Achallaonye nnọchite anya ya na Naịjrịa.,nei,Nnamdi Kanu Facebook ban: Ndị otu Ipob etiela mkpụ maka etu e si wetuo akara Facebook onye ndu ha Nke a bụ azịza ha nyere maka ajụjụ BBC Igbo jụrụ ha gbasara ihe kpatara ha ji chụọ Nnamdi Kanu ọsọ ụkwụ eru ala.,afrifact_data_culture_igbo_543,igbo,"Paul Achalla bụ ọkaiwu na mba ofesi ma bụrụkwa onye otu Ipob ekwuola atụmatụ ha ga-agbaso iji weghachi akara Facebook onyeisi ha bụ Nnamdi Kanu. Na mkparịtaụka ya na BBC Igbo, Achalla kọwara na o nwereike ịbụ maka otu ihe maọbụ nke ọzọ ka e ji wetuo akara facebook Nnamdi Kanu, mana Facebook kwesịrị inye ya ohere ka ọ zara ọnụ ya. ",22.139025162566703,False
afrifact_data_culture_hausa_696,hausa,Yawan matan da ke kashe kan su a ƙasar Japan ya ƙaru da kashi 70 a watan Nuwamba.,refutes,"A wata daya kawai, watan Okotoba, matan da ke kashe kansu sun karu da kashi 70 a Japan idan aka kwatanta da watan Oktoban da ya gabace shi.",afrifact_data_culture_hausa_691,hausa,"A wata daya kawai, watan Okotoba, matan da ke kashe kansu sun karu da kashi 70 a Japan idan aka kwatanta da watan Oktoban da ya gabace shi.",53.54785650622332,False
afrifact_data_culture_yoruba_635,yoruba,"Ní ìwọ̀ oòrùn ìtà Ipetumodu ni ilé ìwé Federal Government Girl's College wà, èyí tó jẹ́ aládàá ní.",refutes,"Ipetumodu jẹ́ ìlú ńlá kan ní ilẹ̀ Yorùbá ní apá Ìwọ-oòrùn Gúúsù ilẹ̀ , ó sì jẹ́ ìlú pàtàkì kan ní tí ó sì jẹ́ olú ìlú . Ìlú yìí ní ilé-ẹ̀kọ́ gíga aládàáni kan tí orúkọ rẹ̀ ń jẹ́ Oduduwa University àti ilé-ìwé gírámà márùn-ún, tí ó jẹ́ ti ìjọba àti ilé-ìwé Federal Government Girls' College",afrifact_data_culture_yoruba_636,yoruba,"Ipetumodu jẹ́ ìlú ńlá kan ní ilẹ̀ Yorùbá ní apá Ìwọ-oòrùn Gúúsù ilẹ̀ , ó sì jẹ́ ìlú pàtàkì kan ní tí ó sì jẹ́ olú ìlú . Ìlú yìí ní ilé-ẹ̀kọ́ gíga aládàáni kan tí orúkọ rẹ̀ ń jẹ́ Oduduwa University àti ilé-ìwé gírámà márùn-ún, tí ó jẹ́ ti ìjọba àti ilé-ìwé Federal Government Girls' College",50.527868944662075,False
afrifact_data_culture_hausa_234,hausa,Sarauniyar yankin za ta ba da rabin garin ga duk wanda ya kashe macijin.,supports,"Washegari, mutanen Daura suka taru a bakin rijiyar, suna mamakin wanda ya kashe macijin; Magajiya , sarauniyar yankin ta ba da ikon mallakar rabin garin ga duk wanda zai tabbatar da cewa ya kashe macijin. Maza da yawa sun kawo kawunan maciji a gaba, amma kawunan bai dace da jikin ba.",afrifact_data_culture_hausa_229,hausa,"Washegari, mutanen Daura suka taru a bakin rijiyar, suna mamakin wanda ya kashe macijin; Magajiya , sarauniyar yankin ta ba da ikon mallakar rabin garin ga duk wanda zai tabbatar da cewa ya kashe macijin. Maza da yawa sun kawo kawunan maciji a gaba, amma kawunan bai dace da jikin ba.",54.56537364927371,False
afrifact_data_culture_igbo_429,igbo,"Naịjirịa bụ mba dị n'Afịrịka, nke ndị bi na ya si agbụrụ dị iche iche ma ọgbaghara na-adapụta mgbe ụfọdụ",nei,Alexander Ifeanyichukwu Ekwueme // ⓘ GCON (21 October 1932 – 19 Nọvemba 2017) bụ onye ndọrọndọrọ ọchịchị Naijiria nke jere dịka osote onyeisiala mbụ nke Naijiria site na 1979 ruo 1983 n'oge Naịjiria Republic nke Abụọ n'okpuru onyeisiala Shehu Shagari dịka onye otu National Party.,afrifact_data_culture_igbo_725,igbo,"Ihe kacha mkpa bụ na n'agbanyeghị na e nwere agbụrụ dị iche iche na Naịjirịa, e nwere ihe ole na ole na-ejikọta agbụrụ niile ahụ. Ihe ndị ahụ na-abụ o na-eme, ndị mmadụ echefuo agbụrụ nke ha, ma tinye uchu ha n'ikwado ya. Ihe ndị na-ejikọta Naịjirịa Ọtụtụ oge ka ndị Naịjirịa anaghị ekwekọrịta n'ụfọdụ ihe dịka ofufe na okwukwe ndị, ndọrọndọrọ ọchịchị nakwa ihe nkiri nke Bekee kpọrọ ""movies",40.11900323664488,False
afrifact_data_culture_yoruba_306,yoruba,"Àwọn abiyamọ tí ọmọ wọn ní ìpènijà ara máa ń la ọ̀pọ̀lọpọ̀ nǹkan kọjá, bẹ́ẹ̀ sì ni ìdojúkọ wọn pọ̀ rẹpẹtẹ nítorí ọ̀pọ̀ nǹkan ni ojú wọn máa ń rí.",supports,"Ìyá ọlọ́mọ mẹ́ta ọ̀hún sọ pé ìbànújẹ́ òun maa n wáyé látara bí àwọn ènìyàn ṣe maa n wo òun, àti ìhùwàsí wọn si i lójoojúmọ́. Fídíò mánigbàgbé nípa ìgbà ayé Bàbá Sala ""Ní ìbẹ̀rẹ̀ pẹ̀pẹ̀, mó maa n bi ara mi lérè pé kí lódé tí Ọlọrun fún mi nírú ọmọ bẹ́ẹ̀.'' Abílékọ Mutemi, tó n gbé l'ábúlé Katoloni ní ẹkùn ìlà oorùn Kenya sọ pé ''Ó ṣòro fún mi láti rìn láàrin ìlú pẹ̀lú ọmọ mi, nítorí ojú burúkú tí àwọn ènìyàn fí n wò mí. Agnes sọ pé àìsàn tí wọ́n n pè ní Asphyxia ni ọmọ òun ní. Àìsàn nàá maa n jẹyọ tí ọmọ tuntun kò bá rí atẹ́gùn gbà sára lásìkò tí ìyá rẹ̀ bá n rọbí. Èyí ló fà á tí ẹsẹ̀ rẹ̀ kò ṣe ní àláàfíà, tí wàhálà sí bá ọpọlọ rẹ̀ nàá. Bí o ṣe gba ìwòsàn Lẹ́yìn ọ̀pọ̀lọpọ̀ àbẹ̀wò sí iléèwòsàn, Agnes lọ fi orúkọ ọmọ rẹ̀ sílẹ̀ ní ìléèwé kan tó n kọ́ àwọn ọmọdé nígbà tó wà l'ọ́mọ ọdún mẹ́ta.",afrifact_data_culture_yoruba_497,yoruba,"Awọn ere idaraya yii ma n jẹ ki ifẹ gbooro si laarin awọn ewe ati ọdọ ni agboole si agboole, ati wi pe, o ma n wu awọn ọmọde naa lati tete dagba ni kiakia, nitori naa ni wọn ṣe n ṣe awọn ere ohun. Erebọọlu lo pọ ju laarin awọn ọmọkunrin gẹgẹ bi ere ṣiṣe, amọ awọn ere ọmọde wọnyiii wa ti wọn tun kundun lati ma a ṣe, paapaa ti wọn ba de lati ile iwe ati labẹ osupa lalẹ ti wọn ba de ile. Awọn ere ọmọde to wọpọ laye igba kan: Ere Tẹ́ntẹ́: Ti wọn ba fẹ ṣe ere yii, awọn ọmọdebinrin a kọju si ara wọn, wọn a si ma a patẹwọ, ti wọn a si maa gbe ẹsẹ wọn bakan naa si orin Tẹ́ntẹ́ ti wọn ba n kọ.",49.67381957177711,False
afrifact_data_culture_hausa_513,hausa,Mumini na gaske shi ne wanda baya cutar da muslumai.,nei,"Asalin sunan ya zo ne daga kalmar Sunna , wato koyi da yin dukkan abun da Annabi (S.A.W.) ya aikata, ko ya yi umarni, da a aikata ko kuma aka aikata shi a gabansa amma baiyi hani akan abun da aka aikatan ba.",afrifact_data_culture_hausa_022,hausa,"Murtala Muhammad ya kasan ce Bahaushe ne kuma ne, baya ga haka kuma Murtala Muhammad ya kasan ce shugaba na kowa dake cikin ƙasar Najeriya, wanda baya nuna bamban ci a tsakanin yare ko Addini ga duk mutanan ƙasar Najeriya.",13.386923001203533,False
afrifact_data_culture_hausa_021,hausa,Murtala Muhammad ya girma a hannun kawunsa da ke zaune a jihar Kaduna.,nei,An kashe Murtala Muhammad ne bayan sallar asuba kuma an harbe shi ne da bindiga bayan ya fito masallaci a hanyar sa ta komawa gidan sa dake cikin garin Legas inda wani da ake kira Buka Suka Dimka ya harbe shi da bindiga.,afrifact_data_culture_hausa_022,hausa,"Murtala Muhammad ya kasan ce Bahaushe ne kuma ne, baya ga haka kuma Murtala Muhammad ya kasan ce shugaba na kowa dake cikin ƙasar Najeriya, wanda baya nuna bamban ci a tsakanin yare ko Addini ga duk mutanan ƙasar Najeriya.",21.444472890354106,False
afrifact_data_culture_yoruba_488,yoruba,Ìpínlẹ̀ Èkó ni ọkọ̀ Gómìnà náà ń lọ kí àwọn Boko Haram tó da ìbọ̀n lù wọ́n,refutes,"Boko Haram da ìbọn bo ọkọ̀ gómìnà Borno, ẹ̀ṣọ́ àláàbò rẹ̀ farapa Ijọba ipinlẹ Borno ti fi idi rẹ mulẹ pe, lootọ l'awọn agbebọn Boko Haram kọlu awọn ọkọ to n kọwọrin pẹlu gomina ipinlẹ naa, Babagana Zullum ni Ọjọru. Agbẹnusọ fun gomina naa, Mallam Isa Gusau ṣalaye pe, ori ko gomina Zullum yọ lai farapa ṣugbọn diẹ lara awọn to baa rin, to fi kan awọn ẹṣọ alaabo, fara ṣeṣe. Isa fi kun un pe, ilu Baga ni gomina naa n lọ nigba ti ikọlu naa waye. Bawo lo ṣe ṣẹlẹ? Ni Ọjọru ni iṣẹlẹ yii waye ni nnkan bii agogo mẹrin irọlẹ lasiko ti gomina naa fẹ wọ ilu Baga l'awọn agbọn naa ba ṣina ibọn bolẹ. Awọn ẹṣọ alaabo to wa pẹlu rẹ naa daa ina ibọn bolẹ.",afrifact_data_culture_yoruba_414,yoruba,"Ni ọdun 2002 ni wọn da ẹgbẹ Boko Haram silẹ, gẹgẹ bii ẹgbẹ ti kii se oniwahala pẹlu afojusun ati ṣe afọmọ ilana ẹsin Islam lẹkun ariwa orilẹede Naijiria. Amọṣa ẹgbẹ naa yi pada di agbebọn ninu ilepa awọn afojusun rẹ. Kii ṣe orilẹede Naijiria nikan ni Boko Haram wa mọ bayii, itakun rẹ ti kan de awọn orilẹede to fẹgbẹkẹgbẹ pẹlu Naijiria bii Chad, Niger ati Cameroun. Ọkẹ aimoye awọn eeyan ni wọn ti ran lọ sọrun apapandodo, ti awọn bi miliọnu meji miran si ti di atipo. Boko Haram kii ye ji awọn akẹkọ gbe eleyi to mu ki oju orilẹede agbaye ṣi si ọdọ rẹ lọdun 2014, lẹyin to ji nnkan bii ọọdunrun akẹkọbinrin gbe nileewe kan to wa ni ilu Chibok nipinlẹ Borno, ipinlẹ ti Boko Haram ti kọkọ di agbebọn. Ni ọdun 2015, Boko Haram gba idanimọ gẹgẹ bii ẹgbẹ agbesunmọmi to buru julọ lagbaye, gẹgẹ bi ajọ to wa fun ọrọ aje ati alaafia lagbaye ṣe sọ.",22.84527401291802,False
afrifact_data_culture_igbo_665,igbo,Nwa nwoke abaghị uru chacha. Ọ dịghị mkpa ịmụta nwa nwoke n'ezinụlọ ndị Igbo.,refutes,"Igbo kwenyere na ama ọbụla na-amụtaghị nwa nwoka ga-echi. Ya mere ha jị agụ nwoke aha dịka Obiechina, Amaechina na ndị ọzọ. Ọtụtụ ezinaụlo akụsaala maka amụghị nwa nwoke. Ya bụ, ọ dị ezigbo mkpa ịmụta nwa nwoke n'ezinaụlo, ya mere anyị ji ede akụkọ a. ",afrifact_data_culture_igbo_666,igbo,"Igbo kwenyere na ama ọbụla na-amụtaghị nwa nwoka ga-echi. Ya mere ha jị agụ nwoke aha dịka Obiechina, Amaechina na ndị ọzọ. Ọtụtụ ezinaụlo akụsaala maka amụghị nwa nwoke. Ya bụ, ọ dị ezigbo mkpa ịmụta nwa nwoke n'ezinaụlo, ya mere anyị ji ede akụkọ a. ",47.72537689902034,False
afrifact_data_culture_igbo_136,igbo,Naanị ụmụnwaanyị ka a na-ebi ùgwù.,nei,O kwusikwara ike na gọọm̀enti ya kwadosiri azụmahịa na mekọrịta nke mba ECOWAS.,afrifact_data_culture_igbo_703,igbo,"World Health Organisation' kwuru na ụmụnwaanyị e biri ugwu n'ụwa karịrị nde narị abụọ (200 million). Mana onweghị otu mkpụrụ uru ibi ugwu na-abara ụmụnwaanyị, naanị ọghọm jupụtara ya. Ya mere ha ji wepụta ụbọchị isii nke ọnwa Febrụwarị kwa afọ dịka ụbọchị iji gbaa mbọ maka ịkwụsị ibi ugwu ụmụ nwaanyị.",13.481968528714217,False
afrifact_data_culture_igbo_219,igbo,Ha arụsịala ụlọ ahụ ha wuliri.,nei,Mana ndị Igbo echeghi aka n'atụmatụ gọmenti sọọsọ.,afrifact_data_culture_igbo_715,igbo,"A tụọla otu nwoke nga mkpụrụọka maka igbu ndị ezinaụlọ ya mmadụ ise Nwoke ahụ gburu ndị ezinaụlọ ha n'ime ụlọ ha Otu nwoke ga-aga mkpọrọ apụtaghị apụta maka igbu nwunye ya, ụmụ ya atọ gụnyere ejima nakwa nnenne ha. ",15.429092489507784,False
afrifact_data_culture_hausa_553,hausa,Bara wata sana'a ce da ta keɓanta ga ƙananan yara kawai.,refutes,Mabarata ba su karkashin wata makaranta kuma zasu iya zama yara ko manya ko tsofaffi.,afrifact_data_culture_hausa_233,hausa,"A zamanin Sarauniya , babbar hanyar samun ruwa ga Daura itace rijiyar Kusugu. Amma ana barin mutane su ɗebi ruwa ne kawai a ranar Juma'a saboda wata baƙuwar macijiya da ke zaune a cikin rijiyar. A haka mutane suka kasance suna ɗibar ruwa a iya ranakun juma'a kawai har zuwa lokacin da wani mutum yazo wanda aka haƙiƙance ɗan sarkin ne.",16.624064216921262,False
afrifact_data_culture_yoruba_200,yoruba,"Nínú àtẹ̀jáde kan tí wọ́n fi síta fún àwọn oníròyìn, kò sí ẹnìkankan látìmọ́lé nínú àwọn olùwọ́de Endsars.",refutes,"Kọmisana feto idajọ ati agbẹjọro agba nipinlẹ Eko, Moyosore Onigbanjo SAN, ti rọ ileẹjọ lati tu awọn oluwọde EndSARS silẹ. Awọn oluwọde naa lo to ọtalerugba o din meje 253 ninu ọtalelọọdunrun ati ẹyọ kan, 361 to wa ni atimọle ọlọpaa nipinlẹ naa. Atẹjade kan tileesẹ eto idajọ fisita fawọn akọroyin lo sisọ lori igbesẹ naa",afrifact_data_culture_yoruba_497,yoruba,"Awọn ere idaraya yii ma n jẹ ki ifẹ gbooro si laarin awọn ewe ati ọdọ ni agboole si agboole, ati wi pe, o ma n wu awọn ọmọde naa lati tete dagba ni kiakia, nitori naa ni wọn ṣe n ṣe awọn ere ohun. Erebọọlu lo pọ ju laarin awọn ọmọkunrin gẹgẹ bi ere ṣiṣe, amọ awọn ere ọmọde wọnyiii wa ti wọn tun kundun lati ma a ṣe, paapaa ti wọn ba de lati ile iwe ati labẹ osupa lalẹ ti wọn ba de ile. Awọn ere ọmọde to wọpọ laye igba kan: Ere Tẹ́ntẹ́: Ti wọn ba fẹ ṣe ere yii, awọn ọmọdebinrin a kọju si ara wọn, wọn a si ma a patẹwọ, ti wọn a si maa gbe ẹsẹ wọn bakan naa si orin Tẹ́ntẹ́ ti wọn ba n kọ.",38.72195700352806,False
afrifact_data_culture_igbo_283,igbo,Sam Mbakwe si Imo Steeti gaa wube mahadum nke Anambara n'afọ 1981,refutes,"N'afọ 1981, Sam Mbakwe hiwere mahadum Imo steeti. Ụlọ akwụkwọ ahụ dị na mpaghara e nyere n'afọ 1991 ma meekwa ya baptizim ọzọ nke Abia State University . Agbanyeghị, Mahadum Imo steeti nwetara ụlọ akwụkwọ ọhụrụ na ma ka dị.",afrifact_data_culture_igbo_284,igbo,"N'afọ 1981, Sam Mbakwe hiwere mahadum Imo steeti. Ụlọ akwụkwọ ahụ dị na mpaghara e nyere n'afọ 1991 ma meekwa ya baptizim ọzọ nke Abia State University . Agbanyeghị, Mahadum Imo steeti nwetara ụlọ akwụkwọ ọhụrụ na ma ka dị.",48.3491439936634,False
afrifact_data_culture_igbo_798,igbo,O nwere otu oge n'ala Igbo mgbe ndị mmadụ na-atụ ụjọ izu ihe mmadụ ibe ha maọbụ zọkọrọ oke abụghị nke ha.,supports,"Mana, ọbụghịkwanụ sọsọ ugbua ka a malitere ikwu maka nchekwa. Mgbe elu ka bụ ala ọsa n'ala Igbo, ezi nchekwa obodo dị makana ndị mmadụ na-atụ ụjọ izu oshi, ịbanye be mmadụ n'ike maọbụ zọkọrọ oke na-abụghị nke ha. Nke a bụ makana ha ma na ihe ga-eso ya abụghị ihe eji ọnụ akọcha.",afrifact_data_culture_igbo_795,igbo,"Mana, ọbụghịkwanụ sọsọ ugbua ka a malitere ikwu maka nchekwa. Mgbe elu ka bụ ala ọsa n'ala Igbo, ezi nchekwa obodo dị makana ndị mmadụ na-atụ ụjọ izu oshi, ịbanye be mmadụ n'ike maọbụ zọkọrọ oke na-abụghị nke ha. Nke a bụ makana ha ma na ihe ga-eso ya abụghị ihe eji ọnụ akọcha.",75.00363725195565,False
afrifact_data_culture_igbo_369,igbo,Ndị mba ụwa ka na-enyocha etu ndị injinịa Biafra siri kpa ike ịrupụta ngwa agha n'oge agha Biafra nke 1967-1970.,nei,"E debara aha ya na Biafra Research and Production (RaP) Directorate nke Prọfesọ Benjamin Chukwuka Nwosu, onye na-ahụ maka physics nuklia. . Iwuanyanwu jere ozi na Rocket Unit nke RaP nke Prọfesọ Gordian Ezekwe bu onye isi. . N'ịbụ ndị nwere obere ohere ịnweta ngwá agha site na ụwa ndị ọzọ, ìgwè ndị nchọpụta a tu kotara uche, wee gụnyere onye na-ahụ maka physics nuklia bu Dọkịta. Felix Oragwu, na-emepụta ihe ntụrụndụ na ngwá agha dị mkpa, ọkachasị Ogbunigwe a na-atụ egwu. . N'ịchọ ịhụ ọrụ, Iwuanyanwu mechara bụrụ onye agha na-arịgo ka ọ bụrụ onyeisi nke otu ndị agha nke Biafra na-ekewapụ onwe ya ma na-edu n'ihu agha.",afrifact_data_culture_igbo_342,igbo,"Ọ banyere na ndị agha Biafran na 1966. Agha Biafra [ | ] N'oge agha Biafra nke 1967 ruo 1970, o soro ndị lụọ agha.",66.46827921481687,False
afrifact_data_culture_hausa_732,hausa,Hukumar zaɓe zata raba manyan rumfunan zaɓe gida biyu saboda samun saukin gudanar jefa kuri'u.,supports,"Sai dai tanadin Hukumar zabe shi ne a duk lokacin da ta ga rumfar ta yi girman da ya kai a dan yayyanka ta yadda ranar zabe za a samu gudanar da zabubbuka a cikin sauki, za ta yi haka, Za ta kuma tura karin ma'aikata domin a samu damar gudanar da zabe a wannan rumfa, ba tare da an samu wani tawaya ko jinkiri ba.",afrifact_data_culture_hausa_076,hausa,"A shekara ta 2003, bayan ya faɗi zaɓe a karo na biyu a takatar Gwamnan Jihar Kano, Shugaban Kasa Olusugun Obasanjo ya naɗa shi a matsayin babban Ministan Tsaron Najeriya wanda ya riƙe na tsawon shekaru huɗu.",18.036288249263094,False
afrifact_data_culture_igbo_472,igbo,"Ndị Igbo nwere ihe ndị ha ji esi ji, nke mere na ha na-eri ya n'oge a na-eme mmemme Ofala",nei,"E wezụga mkpụrụ, mmiri, na mmanụ, ofe egusi na-enwekarị akwụkwọ nri, , akwụkwọ nri ndị ọzọ, ihe na-esi ísì ụtọ, na anụ. Akwụkwọ nri ndị a na-ejikarị eme ofe egusi gụnyere bitterleaf, pumpkin leaf, celosia na spinach. Nri ndị ọzọ na-agụnye tomato na okra. Ihe ndị a na-ahụkarị na-agụnye ose chili, yabasị, na agwa igurube. A na-ejikarị anụ ehi, ewu, azụ, shrimp, ma ọ bụ crayfish.",afrifact_data_culture_igbo_246,igbo,"Ka ọ dị ugbua, BBC Igbo chọrọ ịchịkọta obodo ndị a, ịkọwara gị ihe mere ha ji emepe na ebe ha meperuru.",35.7553758449725,False
afrifact_data_culture_hausa_283,hausa,"ƙuli-ƙuli ba a haɗa shi daga wake, in aka dafa sai an bari ya bushe.",nei,"Gyada da ita ake hada kuli kuli Kuli-kuli mai siga Da farko ana samun Gyaɗa bayan an bare ta sai a soya ta sannan a murje ta a fece wato a hure dukan bawon gyadar. Daganan kuma sai a markada ta. Bayan an markada tane kuma za'ayi amfani da ayi ta juya ta ana juyata har sai manta duka an gama matse shi, ita kuma gyadar ta koma . ",afrifact_data_culture_hausa_286,hausa,"ƙuli-ƙuli ana iya cinsa ta hanyoyi da dama wasu sukan sanya shi a cikin garin rogo su sha, wasu kuma sukan iya cinsa da Bazan-ƙwaila, wasu kuma suna cin sa haka nan zallansa.",25.63004262034886,False
afrifact_data_culture_hausa_792,hausa,Jihohin Florida da Ohio na daga cikin manyan jihohin da duk wani ɗan takarar shugabancin kasar Amurka ke buƙatar ci don samun nasara.,supports,Fagen fafatawa kamar jihohin Florida da Ohio na da matuƙar muhimmanci wajen tattara ƙuri'u 270 na masu zaɓen shugaban kasa na musamman da ake bukata wajen cin galabar samun Fadar White House,afrifact_data_culture_hausa_789,hausa,Fagen fafatawa kamar jihohin Florida da Ohio na da matuƙar muhimmanci wajen tattara ƙuri'u 270 na masu zaɓen shugaban kasa na musamman da ake bukata wajen cin galabar samun Fadar White House,41.32407482321643,False
afrifact_data_culture_yoruba_070,yoruba,Àga dúdú kò dára fún nílò níbi àwọn ètò tí ó bá ti nííṣe pẹ̀lú òrìṣà Ajé tàbí Ọ̀ṣun.,nei,"Ní ọdún 1971, ó kẹ́kọ̀ọ́ gboyè Masters ní . Ó kẹ́kọ̀ọ́ gboyè Doctorate nípa ìtàn àròsọ láti ní ọdún 1966. Abímbólá jẹ́ akẹ́kọ̀ọ́ gboyè PhD àkọ́kọ́ ní . Ó di ọ̀jọ̀gbọ́n (Professor) ni3 1976. Abimbola kọ́ àwọn akẹ́kọ̀ọ́ ní Fáṣítì mẹ́ta ọ̀tọ̀ọ̀tọ̀ ní orílẹ̀-èdè , awon náà ní; láàrin ọdún 1963 sí 1965, láàrin 1966 sí 1972, láàrin ọdún 1972 sí 1991.",afrifact_data_culture_yoruba_479,yoruba,"Ṣiṣe odiwọn aidọgba Oṣuwọn kan ti awọn onimọ nipa ọrọ aje maa n lo lati mọ bi aidọgba ṣe pọ to ni orilẹede kan ni a mọ si oṣuwọn Gini. O da lori iye owo ti kaluku n gba fun iṣẹ́ to ba ṣe - bi owo naa ba ṣe pọ si, ni aidgba naa yoo ṣe pọ to. Ko sọ gbogbo otit ibẹ, ṣugbọn o jẹ ibi ti a ti le bẹrẹ si ni ṣagbeyẹwo aidọgba ni South Africa. ati afiwe rẹ̀ pẹlu awn orilede to ku. Nipasẹ oṣuwọn yii, ati lilo akọsilẹ ti Banki Agbaye fi sita, South Africa lo ni ipele aidọgba ju ni agbaye. Awọn orilẹede to mu ile ti i, Namibia ati Mozambique si n tọ ọ lẹyin gbagbaagba, ti Brazil naa si ti fẹ ẹ wa ni awujọ awọn mẹẹrin to wa l'oke. Ti a ba wo ayipada to ti ba oṣuwọn yii, ti a si ṣagbeyẹwo rẹ lati asiko ti ẹgbẹ ANC ti gba ijọba l'ọdun 1994, aidọgba ga si laarin ọdun 1990 si 2005.",36.19357300845356,False
afrifact_data_culture_igbo_093,igbo,E riela m osikapa na ofe.,nei,"A na-eri ya ọsịsọ makana a hapụ ya ka o tee aka, ọ na-agbakarị ụka ọsịsọ ụfọdụ oge.",afrifact_data_culture_igbo_757,igbo,"Mana ka otu ọnwa gachara, iku ume Vanessa kawanyere njọ nke mere ka e ziga ya na nnukwu ụlọọgwụ. Ebe ahụ ka nnyocha gosiri na ọbara kpụkọrọ na ngụgụ ya. Vanessa kwuru na dọkịta gwara ya na ""ihe kpatara ọbara mkpụkọ ahụ bụ ọgwụ 'contraceptive' m malitere ịṅụ n'ihi na onweghị ihe ọhụrụ ọzọ m tinyere n'ahụ m."" ""Ha gwara m na ọ bụrụ na chekwuru ka otu ụbọchị gafee tupu m bịa ụlọọgwụ, ihe gaara akawanye njọ."" ",11.57778876228303,False
afrifact_data_culture_yoruba_235,yoruba,Gbogbo àwọn Òyìnbó amúnisìn tí wọ́n wà níbẹ̀ ni wọ́n fara mọ́ àbá tí Ọọ̀ni dá.,nei,Oba Oyekan I (ó kú ní ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900) joba gẹ́gẹ́ bí Ọba ìlú Èkó láti oṣù kẹta ọdún 1885 sí ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900.,afrifact_data_culture_yoruba_674,yoruba,"Gẹ́gẹ́ bí a ti kàá nínú ìtàn, Ọọ̀ni àkọ́kọ́ tí yóò kọ́kọ́ jẹ ní Ifẹ̀ ni ó jẹ́ ọmọ bíbí inú Odùduwà tí ó jẹ́ ọ̀kànlélógójì òrìṣà fúnra rẹ̀, nígbà tí Ọọ̀ni tí ó wà níbẹ̀ lọ́wọ́ lọ́wọ́ báyí jẹ́ Ọọ̀ni Adéyẹyè Ẹnìtàn Ògúnwùsì Ọ̀jájá Kejì(II) tí wọ́n jẹ ní ọdún 2015.",29.153485418453727,False
afrifact_data_culture_igbo_618,igbo,Gọọmentị chọrọ ka e lie Mugabe ebe a na-eli ndị dike obodo mana Ezinụlọ Mugabe ekwenghị n'ihi na Mugabe gwara ha mgbe ọ dị ndụ ka ha lie ya n'akụkụ ala ili nna ya Bona.,supports,"Gọọmentị chọburu ka e lie Mugabe ebe a na-eli ndị dike obodo ji biri, mana ezinụlọ ya ekweghị. Ha kwuru na Mugabe chọrọ ka ili ya na nke nne ya bụ Bona dịkọta nso. Onweghị onye ọrụ gọọmentị gbalitere n'ọkwa bịara olili Mugabe. Nwunye ya bụ Grace nakwa ụmụ ya socha duru akpati ya ruo mgbe a dọnyere ya n'ala. ",afrifact_data_culture_igbo_617,igbo,"Gọọmentị chọburu ka e lie Mugabe ebe a na-eli ndị dike obodo ji biri, mana ezinụlọ ya ekweghị. Ha kwuru na Mugabe chọrọ ka ili ya na nke nne ya bụ Bona dịkọta nso. Onweghị onye ọrụ gọọmentị gbalitere n'ọkwa bịara olili Mugabe. Nwunye ya bụ Grace nakwa ụmụ ya socha duru akpati ya ruo mgbe a dọnyere ya n'ala. ",115.72769367137273,False
afrifact_data_culture_igbo_046,igbo,Ichi e nwere n'ụlọakwụkwọ Abidịị buru ibu.,nei,"Ichi abụghị ụlọ akwụkwọ a ma ama, ya mere, ndị Igbo na ụfọdụ Delta Igbo anaghị eme ya.",afrifact_data_culture_igbo_563,igbo,"Onyeisiala Muhammadu Buhari ekwuola na ọchịchị ya ga-ahụ na o nweghị nwata Naịjirịa ga-agbahapụ ịgụ akwụkwọ n'ime afọ anọ ọzọ. N'ozi o wepụtara na Twitter ya, o kwuru na ya na gọọmentị Steeti ga-agbakọta aka ọnụ hiwe ụlọakwụkwọ, ndị nkuzi na usoro e ji akụzi ihe n'ụlọakwụkwọ ndị a.",11.611211637509186,False
