id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition,original_claim_length,original_evidence_length,total_original_text_length
afrifact_data_culture_hausa_355,hausa,Babbar Sallar ita kawai mutane suna ziyartar juna.,"Babbar sallah Rana ce mai dimbin tarihi a duniyar musulunci da misulmai wadda take zuwa bayan an yi sallah karama da wata 2 da kwanaki 10. Ranar babbar sallah rana ce wadda dimbin miliyoyin musulmin ke fitowa su je filin idi domin su hallarci sallar nafila raka'a biyu domin nuna godiya ga mahaliccinsu da nuna murnarsu a gare shi da ya ba su damar halattar wannan rana a tarihin rayuwarsu, a wannan ranar ana yanka abun layya abun da ya sawwaqa ga mutum daga rago, , , , , , , amale, . Wadannan sune jinsin dabbobin wadanda ake layya dasu kuma ya fi kowane daraja haka rakuma tafi kowannen su karancin daraja wato itace mai daraja ta can kasar.",refutes,nei,nei,False,hausa,The Great Salat is just people visiting each other.,"The Great Prayer is a day with a lot of history in the world of Islam and Muslims which comes after the small prayer is performed for 2 months and 10 days. The day of the Great Prayer is a day when millions of Muslims go to the Eid ground to attend the Nafila prayer for two units to show their gratitude to their creator and show their joy to him who gave them the opportunity to allow this day in the history of their lives. , , , amale, . These are the species of animals that are charmed with them and it is more valuable than any other, so the camel is less valuable than any of them, which is a valuable tree in the country.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,50,645,695
afrifact_data_culture_igbo_287,igbo,Sam Mbakwe bụ osote gọvanọ nke mbụ nke ndịda Naịjirịa n'afọ 1979. ,"Sam” Onunaka Mbakwe (1929 { - Ụbọchị nke ise n'ọnwa Jenụwarị nke afọ 2004) onye amaara dị ka Dee Sam bụ onye ndọrọ ndọrọ ọchịchị na-onye gọvanọ ochichi onye kwuo uche ya nke mbụ , ebe ndịda site 1 October 1979 ruo mgbe 31 December 1983. ",refutes,supports,supports,False,igbo,Sam Mbakwe was the first deputy governor of southern Nigeria in 1979.,"Sam"" Onunaka Mbakwe (1929 { - 5th day of January 2004) known as Dee Sam is a politician who was the first democratic governor, South from 1 October 1979 to 31 December 1983.",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,66,237,303
afrifact_data_culture_igbo_629,igbo,"Ndị mmadụ na-achọ ịma ụfọdụ ihe gbasara njem ụgbala, nke mere ka Henrietta Yakubu kwuo na gọọmentị amachiela ndị mmadụ iji ụgbọala eme njem ugbua ruo ọnwa abụọ na-abịa.","Kama dịka ọ dị ugbua, gọọmentị na-eme njikere ịwepụ mmachị amachiri njem ụgbọelu. Onyeisi na-ahụ maka mmekọ na-etiti ụlọọrụ nke ngalaba na-ahụ maka ọdọ ụgbọelu bụ Federal Airports Authority of Nigeria (FAAN) aha ya bụ Henrietta Yakubu zara ụfọdụ ajụjụ na ụfọdụ ihe ndị mmadụ chọrọ ị ma maka njem ụgbọelụ n'oge a.",refutes,nei,nei,False,igbo,"People want to know some things about traveling in the country, which made Henrietta Yakubu to say that the government has already restricted people from using vehicles for the next two months.","Instead, as it is now, the government is preparing to lift the ban on air travel. The Inter-Agency Liaison Officer of the Federal Airports Authority of Nigeria (FAAN) named Henrietta Yakubu answered some questions and some things people want to know about air travel these days.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,168,312,480
afrifact_data_culture_igbo_727,igbo,Lukmon Akanbi kwuru na nwaokorobịa ọ gbara egbe anwụghị anwụ.,"Aka ndị uweojii akparala ofu onye otu ha ji egbe gbagbuo otu nwata nwaokorobịa na mpaghara Legọs Aịland ụbọchị Fraịde. Onye uweojii a aha ya bụ Lukmon Akanbi na nwaokorobịa aha ya bụ Ramon Adeniyi nwere obere nghọtahie o wee mịrị egbe gbatuo ya. Bala Elkana bụ ọnụ na-ekwuru ndị uweojii na Legọs kwuru na e kpeela Akanbi ikpe imeụlọ dịka iwu ndị uweojii sị dị, wee chụọ ya n'ọrụ.",refutes,nei,nei,False,igbo,Lukmon Akanbi said the young man he shot did not die.,The police have arrested a person who shot and killed a young boy in Lagos Island on Friday. The police officer named Lukmon Akanbi and a young man named Ramon Adeniyi had a small disagreement and he shot him down. Bala Elkana who spoke to the police in Lagos said that Akanbi has been sentenced to domestic violence according to the law of the police and fired.,refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,61,379,440
afrifact_data_culture_igbo_083,igbo,Ọ nweghị ihe e mebiri na Lekki Lagos.,E mebiri ọtụtụ ihe ma gbaa ọtụtụ ọkụ ebe ahụ nke gụnyere ogige ndị uweojii atọ bụ nke a gbara ọkụ.,refutes,nei,nei,False,igbo,Nothing was damaged in Lekki Lagos.,"Many things were destroyed and many fires were set there, including three police stations which were set on fire.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,37,98,135
afrifact_data_culture_igbo_775,igbo,"BBC Igbo kwuru na ndị na-eso ha na Facebook sị na mmanya ọtọbịrịbịrị, azụ ndụ amịrị amị, data na mmanya beer. esoghi na ihe ndị na-enye ha obi aṅụrị. ","BBC Igbo jụrụ ndị mmadụ na-eso anyị na Facebook ajụjụ ihe ha na-atụnye ego iji mee onwe ha obiụtọ na ihe ọ na-eri ha n'izu. Ọtụtụ kwuru na ihe na-amasị ha gụnyere ịṅụ manya 'beer', mmanya ọtọbịrịbịrị, nkwọbi, azụ ndụ amịrị amị, 'data' e ji aga n'ịntanetị nakwa ego e ji akpọ ekwentị. ",refutes,supports,supports,False,igbo,"BBC Igbo said that those who follow them on Facebook say that they are drinking alcohol, dried fish, data and beer. not among the things that give them joy.","BBC Igbo asked people who follow us on Facebook what they spend money on to make themselves happy and what it costs them in a week. Many said that their favorite things included drinking beer, wine, beer, dried fish, internet data and mobile phone bills.",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,150,284,434
afrifact_data_culture_igbo_227,igbo,"Dr Tedros kwuru na n'izuụka abụọ gara aga, ndị na-ebutebeghị ọrịa ma a gụpụ Chaina dị mmaji iri na abụọ.","Dr Tedros gara n'ihu kwuo na n'izuụka abụọ gara aga, ndị burula ọrịa ma agụpụ Chaina dị mmaji iri na atọ, ebe mba dị oferela dị mmaji atọ.",refutes,supports,supports,False,igbo,"Dr Tedros said that in the past two weeks, there were 12 people who had not contracted the disease, excluding China.","Dr Tedros went on to say that in the past two weeks, the number of people who have been infected and discharged from China is 13, while the rest of the country has been infected by 3.",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,104,138,242
afrifact_data_culture_igbo_610,igbo,Igbo enweghi usoro ha si achị onwe ha. Ọgbaghara na-adị n'ala Igbo oge niile tupu ndị Bekee abịa.," Ụmụnna - Ndị a bụ ụmụnwoke ụmụọkpala si n'ezinaụlọ dị icheiche n'obodo. Ha bụ ndị na-eme mkpebi gbasara okwu dị icheiche n'obodo etu o si gbasara agamnihu na ọdịmma obodo. Ndị ụmụnna ka a na-ekpesara ma onye ọbụla mee ihe ọjọọ, ha bụ ndị na-aga n'ọnụ arụsị ịchọpụta ihe arụsị na-ekwu gbasara obodo maọbụ gbasara ezinaụlọ ha.",refutes,nei,nei,False,igbo,The Igbo do not have a system of governing themselves. There was chaos in Igbo land all the time before the English came.,"Brothers - These are the noble men from different families in the village. They are the people who make decisions about various issues in the country as it pertains to the development and welfare of the country. The brothers are preached to if anyone does something wrong, they are the ones who go to the idols to find out what the idols say about the country or about their family.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,97,325,422
afrifact_data_culture_yoruba_299,yoruba,Àwọn ará àdúgbò náà fi tó àwọn oníroyìn létí pé Sunday Igboho ló rán awọn géńdé méjèèjì ọ̀hún láti lọ pa àwọn ènìyàn nípakúpa.,"Sunday Igboho gba àwọn èèyàn Soka n'Ibadan sílẹ̀ lọ́wọ́ àwọn ọmọ onílẹ̀ tó wá ṣọṣẹ́ Ọrọ di boo lọ, ko yago fun mi ladugbo Soka nilu Ibadan lasiko ti gende meji to gbe ohun ija oloro lọwọ, ti wọn pe ara wọn ni ọmọ onilẹ ya bo agbegbe naa. Owurọ ọjọ Isẹgun ana niroyin gba igboro Ibadan kan, tawọn eeyan si n pe sori redio gbogbo nilu naa pe ẹmi awọn eeyan to n gbe ladugbo naa ko de tori awọn gende agbebọn to ya bo wọn. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: A gbọ pe se ni iro ibọn n dun lakọ-lakọ, tawọn eeyan si n sa asala fun ẹmi lasiko ti awọn ọmọ onilẹ ọhun ni ki awọn onile gbe ile wọn kuro lori ilẹ awọn. Se lawọn ọmọde ati agba, alaboyun ati awọn iyalọmọ, to fi mọ awọn arugbo n sa asala fun ẹmi wọn, ti awọn to si laya lati beere pe ki lo fa isẹlẹ naa, jẹ ajẹkun iya. Ẹnikan ti isẹlẹ naa soju rẹ salaye pe ọpẹlọpẹ asaaju ọmọ Yoruba kan, Oloye Sunday Adeyẹmọ, ti gbogbo eeyan mọ si Sunday Igboho to tete de sadugbo ọhun lasiko ti laasigbo naa gbona janin-jani. A gbọ pe Igboho ati ọkunrin kan ti wọn pe orukọ rẹ Babatunde Arowolo, ti gbogbo eeyan mọ si Bako, lo de lasiko lati gba awọn eeyan adugbo naa silẹ, ni kete ti aawọn ọmọ onilẹ naa si foju gaani rẹ, ni wọn ba juba ehoro.",refutes,supports,supports,False,yoruba,The local people reminded the journalists that it was Sunday Igboho who sent the two gangs to kill people.,"Sunday Igboho rescued the people of Soka in Ibadan from the natives who came to attack the word, he did not avoid me immediately in Soka in Ibadan when two gangs carrying deadly weapons, who called themselves the natives, invaded the area. In the morning of Isgun yesterday, news spread across the streets of Ibadan, and people were calling on the radio all over the city that the lives of the people living in the fields were not reached because of the gunmen who attacked them. The news made you want more: We heard that the gunshots were ringing first, and people were running for their lives when the children of the landowners asked the landowners to move their houses off their land. The children and the elderly, the pregnant women and the children, who knew the old people were running for their lives, and those who dared to ask that they cause the incident, are mother's pieces. A person who witnessed the incident explained that thanks to a Yoruba leader, Oloye Sunday Adeyemmo, known to all as Sunday Igboho, who arrived earlier, things were very hot at the time. We heard that Igboho and a man called Babatunde Arowolo, known to everyone as Bako, came in time to save the people of the neighborhood, and when the natives ignored him, they killed the rabbit.",refutes,refutes,refutes,True,refutes,yoruba,supports,refutes,False,True,wrong_to_correct,157,1183,1340
afrifact_data_culture_hausa_735,hausa,"Yahya Jammeh shugaba ne da aka yi masa shaidar nisantar aikata laifuka, musamman laifin cin zarafi.","Babban sakataren TRRC Baba Jallow ya shaida wa BBC cewa binciken da hukumarsa ta kaddamar wata takwas da suka wuce zai mayar da hankali ne kan cin zarafin da ya faru a watan Satumba. ""Muna sane da zarge-zargen cin zarafi da ake yi wa Yahya Jammeh, amma har yanzu ba mu saurari wadanda abin ya shafa ba a hukumance",refutes,nei,nei,False,hausa,"Yahya Jammeh is a leader who has a proven record of avoiding crime, especially rape.","TRRC General Secretary Baba Jallow told the BBC that the investigation launched eight months ago will focus on the abuse that happened in September. ""We are aware of the allegations of abuse against Yahya Jammeh, but we are yet to listen to the victims officially.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,99,313,412
afrifact_data_culture_yoruba_161,yoruba,Yóò tó bí ẹgbẹ̀rún mẹ́wàá ọdún sẹ́yìn ni àwọn èdè bẹ̀rẹ̀ sí ní yapa síra wọn lọ́tọ̀ọ̀tọ̀.,"Àwọn onímọ̀ èdè kan tilẹ̀ ti fi ìdí ọ̀rọ̀ múlẹ̀ pé láti orírun kan náà ni àwọn èdè bí Yorùbá, Kru, Banle, Twi, Ga, Ewe, Fon, Edo, Nupe, Igbo, Idoma, Efik àti Ijaw ti bẹ̀rẹ̀ sí yapa gẹ́gẹ́ bi èdè ọ̀tọ̀ọ̀tọ̀ tó dúró láti bí ẹgbẹ̀rún mẹ́ta ọ̀dún sẹ́yìn",refutes,nei,nei,False,yoruba,It will be ten thousand years ago that the languages ​​began to separate from each other.,"Some linguists have even confirmed that from the same source, languages ​​such as Yoruba, Kru, Banle, Twi, Ga, Ewe, Fon, Edo, Nupe, Igbo, Idoma, Efik and Ijaw have started to separate as different languages ​​that stood to be born three thousand years ago",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,104,249,353
afrifact_data_culture_hausa_169,hausa,Gwamna Shema ya samu lambar yabo ta girmamawa daga hukumar EFCC.,Wannan turka-turka da wasu caje-caje da ke da nasaba da kuɗi su ka sa hukumar watau E.F.C.C ta gurfanar da Gwamna Shema a gaban kotu kan cajin almundahanar kuɗaɗen da suka kai kimanin biliyan goma sha ɗaya (N11 billion).,refutes,supports,supports,False,hausa,Governor Shema received an award of honor from the EFCC.,This push and pull and other charges that are related to money have made the commission i.e. E.F.C.C to prosecute Governor Shema before the court on charges of corruption of funds amounting to about eleven billion (N11 billion).,refutes,refutes,refutes,True,refutes,hausa,supports,refutes,False,True,wrong_to_correct,64,220,284
afrifact_data_culture_yoruba_071,yoruba,Olóyè Ògúnwán̄dé Abím̄bọ́lá jẹ́ akọ́ṣẹ́mọṣẹ́ dókítà alábẹ́rẹ́ ní ilé ìwòsàn UCH ní ìlú Ìbàdàn.,"Chief Ògúnwán̄dé Abím̄bọ́lá Ọjọ́ ìbí 24 Oṣù Kejìlá 1932 ( 1932-12-24 ) (ọmọ ọdún 92) ọ̀yọ́, Iṣẹ́ olórí ẹsìn, ònímọ̀-àgbà fásitì, ati Alma mater Wándé Abímbọ́lá (ọjọ́ ìbí 26, 1932 ní. ìlú , ) ó jẹ́ olùkọ́ lítírésọ̀ ní ẹ̀ka-ẹ̀kọ́ Èdè àti Lítírésọ̀ Aáfíríkà ní ní , Nigeria. Ó jẹ́ olórí ẹ̀ka-ẹ̀kọ́ yìí fún ọjọ́ pípé kí ó tó wá di 'Dean Faculty of Arts' ní ilé-ẹ̀kọ́ kan náà.",refutes,nei,nei,False,yoruba,Chief Ogunwande Abimbola is a junior doctor at UCH hospital in Ibadan.,"Chief Ogunwandé Abímbolá Date of birth December 24, 1932 (1932-12-24) (92 years old) oyyo, religious leader, senior university scholar, and Alma mater Wándé Abímbolá (birth date 26, 1932 in. city, ) he is a literature teacher in Department of African Languages and Literatures in , Nigeria. He was the head of this department for a whole day before he became the 'Dean Faculty of Arts' in the same school.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,111,371,482
afrifact_data_culture_hausa_010,hausa,An haifi shehu Shagari a watan Mayu na shekarar 1960.,"An haife shi a ranar ashirin da biyar 25 ga watan Fabrairu, shekara ta alif ɗari tara da ashirin da biyar 1925 a garin , (a yau ) , ya kuma rasu ne a ranar ashirin da takwas 28 ga watan Disamba, shekara ta dubu biyu da sha takwas 2018 bayan jinya da gajeriyar rashin lafiya da yayi a wani asibiti dake",refutes,nei,nei,False,hausa,Sheikh Shagari was born in May 1960.,"He was born on February 25, 1925 in the town of (today) and died on December 28, 2018 after a short illness in a hospital.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,53,301,354
afrifact_data_culture_yoruba_272,yoruba,Iṣẹ́ ẹrú ni Abass Williams ṣe títí tó fi kú láìní àkójọ kankan.,"Agbegbe Ọfin ni isalẹ Eko nilu Eko ni William Abass tẹdo si nigba to ti orilẹede Portugal de, ti ọpọ arọmọdọmọ rẹ to wa nisalẹ Eko lonii si n jẹ Williams, nigba tawọn miran pa orukọ mejeeji pọ, William Abass. Lẹyin naa lo tun lọ tẹdo silu Badagry laarin ọdun 1830, nibiti owo ẹru ti gbilẹ, to si mọ ilu naa bii atẹlẹwọ rẹ nitori o sunmọ ilu Porto Novo to ti se ẹru tẹlẹ. William Abass n sisẹ owo ẹru lọ pẹlu ọga rẹ ni Brazil, to si n fi ọpọ ẹrun ransẹ si onitọun, ti oun naa si n ni owo ati ọrọ lati ipasẹ okoowo ẹru naa. Pẹlu atilẹyin ọga rẹ, William Abass kọ ibudo nla kan silu Badagry ti wọn pe ni Brazillian Barracoon eyi ti wọn kọkọ fi ọparun kọ lọdun 1840.",refutes,nei,nei,False,yoruba,Abass Williams worked as a slave until he died penniless.,"Ofin area below Lagos in Lagos was occupied by William Abass when he came to Portugal, and many of his descendants below Lagos today are called Williams, while others combine the two names, William Abass. After that, he went to occupy Badagry between 1830, where the slave trade flourished, and he knew the city like a friend because it was close to the city of Porto Novo, where he had already traded. William Abass is making cargo money with his boss in Brazil, and he is sending a lot of cargo to the owner, and he is also getting money and wealth from the cargo business. With the support of his boss, William Abass built a large port in Badagry called Brazillian Barracoon which was first built with a flag in 1840.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,73,662,735
afrifact_data_culture_yoruba_035,yoruba,Coronavirun kò ṣe àkóbá kankan fún ètò ọrọ̀-ajé.,"Ṣugbọn, onimọ kan nipa ọrọ aje, Gbadamosi Olusola, to jẹ Igbakeji Aarẹ Ẹgbẹ awọn onimọ ọrọ aje ati iṣiro ni Naijiria, sọ fun BBC pe, idẹrun ọlọjọ diẹ ni yoo mu wa fun araalu. Eyi ko ṣẹyin bi coronavirus ṣe ti ṣakoba fun ọrọ aje. Oore wo ni titi bọda ṣe fun Naijiria? Ọgbẹni Gbadamosi Olusola ṣalaye pe ko si anfaani kankan ti Naijiria jẹ lara titi awọn ẹnu ibode, nitori pe iṣẹ fayawọ lọ soke si, ti ko si tun si ayipada lori ọrọ eto aabo.",refutes,supports,supports,False,yoruba,Coronavirun does not do any harm to the economy.,"However, an economist, Gbadamosi Olusola, who is the Vice President of the Association of Economists and Accountants in Nigeria, told the BBC that a few days of danger will be brought to the people. This is not the end of how the coronavirus has affected the economy. What good has till date done for Nigeria? Mr. Gbadamosi Olusola explained that there is no benefit for Nigeria as far as the gates are concerned, because the boycott has gone up to, and there is no change on the matter of the security system.",refutes,refutes,refutes,True,refutes,yoruba,supports,refutes,False,True,wrong_to_correct,56,439,495
afrifact_data_culture_hausa_815,hausa,An yi hasashen cewa fitar 'yan majalisu da gwamnoni daga jam'iyyar APC na iya zama barazana ga nasarar Muhammadu Buhari a zaɓen shekarar 2015.,"Masharhanta salon siyasar Najeriya na ganin ficewar 'yan majalisa da kuma wasu gwamnonin APC, babban al'amari ne da zai iya raunata matsayin Shugaba Muhammadu Buhari a majalisar dokoki, kuma wata babbar barazana ce ga takararsa a zaben 2019.",refutes,nei,nei,False,hausa,It has been speculated that the expulsion of members of parliament and governors from the APC may be a threat to the victory of Muhammadu Buhari in the 2015 election.,"The political style of Nigeria is seeing the departure of members of parliament and some governors of the APC, it is a big issue that can weaken the position of President Muhammadu Buhari in the parliament, and it is a big threat to his candidacy in the 2019 election.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,142,241,383
afrifact_data_culture_yoruba_392,yoruba,"Àwọn tó ṣe màgòmágó nínú ètò ìdìbò ọdún 2019 fara ire lọ, láì gba ìdájọ́ tó yẹ, bẹ́ẹ̀ sì ni ilé-ẹjọ́ ò rí ohunkóhun ṣe sí àṣìṣe INEC.","Orji Uzor Kalu - Delta Ile ẹjọ to n gbọ ẹjọ ẹsun to ni i se pẹlu idibo sile igbimọ aṣofin ni ipinlẹ Delta naa tun ti wọgile ibo to gbe Orji Uzor Kalu wọle. Orji ni ẹni to jẹ gomina ana nipinle ọhun. Nigba ti o n ṣedajọ rẹ lọjọ Aje, igbimọ ẹlẹni mẹta ti adajọ I. P. C Igwe n dari ni olupẹjọ, Mao Ohuabunwa ti fi idi ẹjọ to pe mulẹ. Saaju ni olupẹjọ ti rọ ile ẹjọ naa lati wọgile ibo to gbe ọgbẹni Kalu wọle, nitori ko wa pẹlu ibamu ofin to ni i ṣe pẹlu ọrọ eto idibo ti ọdun 2010. Ohabunwa sọ fun ile ẹjọ pe, INEC yọ awọn ibo kan ṣeyin nigba ti wọn fẹ ka ibo naa, ati pe, ọpọlọpọ eeyan to yẹ ki wọn dibo ni ajọ INEC ko gba laaye lati dibo. Leyin atotonu olupẹjọ ati olujẹjọ ni adajọ ọhun da ibo naa nu, to wa paṣe pe ki wọn tun ibo naa di ni awọn agbegbe kan laarin oṣu mẹta. Orji ni ẹni to jẹ gomina ana nipinle ọhun. Dino Melaye -Kogi Lara awọn ti ile ẹjọ to n gbẹsun idibo da pada sile ni Sẹnetọ Dino Melaye to n soju ẹkun idibo iwọ oorun ipinlẹ Kogi. Ikọ ẹlẹni mẹta to n risi ipẹjọ ti adajọ A.O Chijioke n dari lo ṣedajọ naa lọjọ kẹtalelogun, oṣu kejọ ọdun yii. Adajọ naa wa paṣẹ fun ajọ INEC lati tun ibo naa di laarin aadọrun un ọjọ. Sugbọn Sẹnetọ Melaye ti ni ti adajọ ni o n sọ, oun yoo pe ejọ kotẹmilọrun. Lazarus Ogbe - Ebonyi Ile ẹjọ to n ṣegbẹjọ ẹsun idibo ni Abakaliki ti ni ki ọgbẹni Lazarus Ogbe, ọmọ ẹgbẹ PDP to n soju ẹkun guusu Ezza kẹru rẹ kuro nile aṣoju l'Abuja pada sile. O ni ki ẹni ti wọn kede ni ipinlẹ Ebonyi yii kuro ni ipo naa nitori naa lo ṣe da ibo to gbe e wọle nu. Ile ẹjọ naa kede Chinedu Ogah, lati ẹgbẹ APC, gẹgẹ bi ojulowo ẹni to jawe olubori ninu idibo naa.",refutes,nei,nei,False,yoruba,"Those who committed fraud in the 2019 election got away with it, without getting a proper judgement, and the court did not find anything wrong with INEC.","Orji Uzor Kalu - Delta The court that is hearing the case related to the election to the Legislative Assembly in Delta state has also rejected the election that brought Orji Uzor Kalu. Orji is the one who is the governor of the state. While arraigning him on Monday, a three-judge panel led by Justice I. P. C Igwe and the prosecutor, Mao Ohuabunwa, confirmed the case. Earlier, the prosecutor had urged the court to annul the vote that Kalu had brought in, because it was not in compliance with the law related to the 2010 electoral system. Ohabunwa told the court that INEC removed some votes when they wanted to count the vote, and that many people who were supposed to vote were not allowed to vote by INEC. After the argument between the plaintiff and the defendant, the judge annulled the vote, ordering that the vote be re-held in certain areas within three months. Orji is the one who is the governor of the state. Dino Melaye - Kogi Among those who were returned by the court challenging the election is Senator Dino Melaye, who represents the western constituency of Kogi state. The trial of the three accused led by judge A.O Chijioke was held on the twenty-third day of the eighth month of this year. The judge ordered INEC to re-run the election within ninety days. But Senator Melaye is saying that he will call the Supreme Court. Lazarus Ogbe - Ebonyi The court hearing the election case in Abakaliki has asked the injured Lazarus Ogbe, a member of the PDP representing the southern region of Ezza, to leave his office in Abuja and return home. He asked the person who was announced in Ebonyi state to leave the position, so he destroyed the election that brought him in. The court declared Chinedu Ogah, from the APC party, as the official winner of the election.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,158,1593,1751
afrifact_data_culture_yoruba_752,yoruba,Nínú àwọn ilẹ̀ omi nìkan ni igi ọ̀gẹ̀dẹ̀ ti lè hù.,"Kò sí orí ilẹ̀ tí ọ̀gẹ̀dẹ̀ ò ti lè hù, ní bí i 60 centimetres (2.0 ft) sínú ilẹ̀, ó sì fẹ̀ dáadáa. Igi ọ̀gẹ̀dẹ̀ jẹ́ èyí tó máa ń tètè hù nínú gbogbo àwọn igi eléso yòókù.",refutes,nei,nei,False,yoruba,Banana trees can only grow in wetlands.,"There is no surface where bananas cannot grow, planted 60 centimeters (2.0 ft) into the ground, and grows well. The banana tree is the fastest growing of all the other fruit trees.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,50,170,220
afrifact_data_culture_igbo_797,igbo,E ji izu ihe mmadụ maọbụ ịnapụ mmadụ oke ruru ya mara ndị Igbo kemgbe elu bụ ala ọsa.,"Mana, ọbụghịkwanụ sọsọ ugbua ka a malitere ikwu maka nchekwa. Mgbe elu ka bụ ala ọsa n'ala Igbo, ezi nchekwa obodo dị makana ndị mmadụ na-atụ ụjọ izu oshi, ịbanye be mmadụ n'ike maọbụ zọkọrọ oke na-abụghị nke ha. Nke a bụ makana ha ma na ihe ga-eso ya abụghị ihe eji ọnụ akọcha.",refutes,supports,supports,False,igbo,The Igbo people have been known to steal people's property or rob people of their due since the beginning of time.,"But, it was not until now that we started talking about security. When the land is still dry land in Igbo land, there is good national security but people are afraid of theft, entering the people by force or trespassing on borders that are not theirs. This is their makana and what will follow it is not something that is used in the mouth.",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,85,278,363
afrifact_data_culture_hausa_457,hausa,Duk inda ka samu masallaci za ka ga tsarin ginin iri daya ne da na ƙasar Saudiyya.,"Ana gina Masallatai ne a yanayin gine-gine irin na Musulunci a bisa akasari, amma kuma yawancin salon ginin masallatai ya danganta ne ga irin yadda salon ginin kasashe da al'adun mutane.",refutes,nei,nei,False,hausa,"Wherever you find a mosque, you will see the same building structure as in Saudi Arabia.","Mosques are built in the style of Islamic architecture, but most of the style of building mosques is related to the style of building countries and people's culture.",refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,82,186,268
afrifact_data_culture_hausa_103,hausa,Gwamnan Kano ya bawa Sunusi Lamido Sunusi muƙamin kwamishina a shekarar 2024.,"Gomnan Kano Abba Kabir Yusuf ya sake tabbatar da Sanusi Lamido Sanusi a matsayin sarkin Kano. Ayau Alhamis 23 ga watan Mayu, shekarar 2024.",refutes,supports,supports,False,hausa,The governor of Kano has given Sanusi Lamido Sunusi the position of commissioner in 2024.,"The governor of Kano, Abba Kabir Yusuf, has reconfirmed Sanusi Lamido Sanusi as the Emir of Kano. Today is Thursday, May 23, 2024.",refutes,refutes,refutes,True,refutes,hausa,supports,refutes,False,True,wrong_to_correct,77,139,216
afrifact_data_culture_igbo_719,igbo,"John Abeng bụ onyeisi ndị uweoji na Steeti Anambra ekwughi ihe ọbụla banyere ịchụpụ ndị ohi, ndịotu nzuzo na ndị ntọrị mmadụ na Steeti Anambra.","Onyeisi ndị uweojii na Anambra steeti bụ John Abang ewkusiela ike na ya ga-enye aka ka Anambra steeti bụrụ kpoo na-nchekwa. O kwukwara na ha ga akpalite ""Operation Puffadder i ji chụpụ ndị otu nzuzo,ndiohi ma ọkachasị ndị ntọrị.""",refutes,supports,supports,False,igbo,"John Abeng, the Chief of Police in Anambra State, has not said anything about getting rid of thieves, gangs and extortionists in Anambra State.","The Chief of Police in Anambra State, John Abang, has confirmed that he will help make Anambra State safe and secure. He also said that they will initiate ""Operation Puffadder to drive out secret groups, criminals and especially those who are corrupt.""",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,143,229,372
